fund_code,name,trade_date,prev_trade_date,request_start_date,request_end_date,share_change,share_change_pct,checked_start_date,checked_end_date,announcement_rows,last_checked_at,status
159328.SZ,易方达中证家电龙头ETF,20260918,20260917,20260911,20260928,9099.999999999998,0.9327908795602964,20260911,20260928,0,2026-09-22T00:25:18,no_announcement_found
