fund_code,announcement_date,event_date,title,content,source_url
513320.SH,20231113,,易方达基金管理有限公司旗下部分ETF增加上海证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-13/513320_20231113_TRC8.pdf
516570.SH,20231113,,易方达基金管理有限公司旗下部分ETF增加上海证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-13/516570_20231113_K620.pdf
516570.SH,20231113,,易方达基金管理有限公司旗下部分ETF增加浙商证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-13/516570_20231113_5FLE.pdf
562920.SH,20231113,,易方达基金管理有限公司旗下部分ETF增加上海证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-13/562920_20231113_B8EJ.pdf
562920.SH,20231113,,易方达基金管理有限公司旗下部分ETF增加浙商证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-13/562920_20231113_Y3TW.pdf
562960.SH,20231113,,易方达基金管理有限公司旗下部分ETF增加上海证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-13/562960_20231113_RMAZ.pdf
562960.SH,20231113,,易方达基金管理有限公司旗下部分ETF增加浙商证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-13/562960_20231113_WQNS.pdf
562960.SH,20231114,,关于易方达中证绿色电力交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-14/562960_20231114_1A1U.pdf
516570.SH,20231115,,关于易方达中证石化产业交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-15/516570_20231115_PR5H.pdf
513320.SH,20231116,,易方达恒生港股通新经济交易型开放式指数证券投资基金基金产品资料概要更新,基金运作(基金) 更新招募类/产品资料概要公告及文件,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-16/513320_20231116_1YG5.pdf
516570.SH,20231116,,关于易方达中证石化产业交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-16/516570_20231116_QWW9.pdf
516570.SH,20231116,,易方达中证石化产业交易型开放式指数证券投资基金基金产品资料概要更新,基金运作(基金) 更新招募类/产品资料概要公告及文件,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-16/516570_20231116_I0TN.pdf
560680.SH,20231116,,广发基金管理有限公司关于增加西部证券为旗下部分ETF一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-16/560680_20231116_GMYO.pdf
562920.SH,20231116,,易方达中证信息安全主题交易型开放式指数证券投资基金基金产品资料概要更新,基金运作(基金) 更新招募类/产品资料概要公告及文件,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-16/562920_20231116_AJRD.pdf
562960.SH,20231116,,易方达中证绿色电力交易型开放式指数证券投资基金基金产品资料概要更新,基金运作(基金) 更新招募类/产品资料概要公告及文件,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-16/562960_20231116_4CLU.pdf
516570.SH,20231117,,关于易方达中证石化产业交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-17/516570_20231117_2L58.pdf
159788.SZ,20231120,,易方达基金管理有限公司旗下部分ETF增加西部证券为一级交易商的公告,,https://static.cninfo.com.cn/finalpage/2023-11-20/1218370688.PDF
513320.SH,20231120,,易方达基金管理有限公司旗下部分ETF增加西部证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-20/513320_20231120_TW6F.pdf
516570.SH,20231120,,易方达基金管理有限公司旗下部分ETF增加西部证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-20/516570_20231120_NKRO.pdf
562920.SH,20231120,,易方达基金管理有限公司旗下部分ETF增加西部证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-20/562920_20231120_3WH0.pdf
562960.SH,20231120,,易方达基金管理有限公司旗下部分ETF增加西部证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-20/562960_20231120_0ZEP.pdf
159788.SZ,20231121,,关于易方达中证港股通中国100交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,,https://static.cninfo.com.cn/finalpage/2023-11-21/1218382282.PDF
562920.SH,20231121,,易方达基金管理有限公司旗下部分ETF增加华金证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-21/562920_20231121_JS4V.pdf
562960.SH,20231121,,易方达基金管理有限公司旗下部分ETF增加华金证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-21/562960_20231121_T4IK.pdf
159788.SZ,20231122,,关于易方达中证港股通中国100交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,,https://static.cninfo.com.cn/finalpage/2023-11-22/1218394326.PDF
159788.SZ,20231123,,关于易方达中证港股通中国100交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,,https://static.cninfo.com.cn/finalpage/2023-11-23/1218409267.PDF
159895.SZ,20231123,,关于易方达中证物联网主题交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,,https://static.cninfo.com.cn/finalpage/2023-11-23/1218409266.PDF
159788.SZ,20231124,,关于易方达中证港股通中国100交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,,https://static.cninfo.com.cn/finalpage/2023-11-24/1218421528.PDF
159895.SZ,20231124,,关于易方达中证物联网主题交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,,https://static.cninfo.com.cn/finalpage/2023-11-24/1218421559.PDF
159970.SZ,20231124,,关于工银瑞信深证100交易型开放式指数证券投资基金新增流动性服务商的公告,,https://static.cninfo.com.cn/finalpage/2023-11-24/1218418871.PDF
159895.SZ,20231125,,关于易方达中证物联网主题交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,,https://static.cninfo.com.cn/finalpage/2023-11-25/1218433415.PDF
513320.SH,20231125,,关于易方达恒生港股通新经济交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-25/513320_20231125_PSCV.pdf
513320.SH,20231127,,易方达恒生港股通新经济交易型开放式指数证券投资基金基金产品资料概要更新,基金运作(基金) 更新招募类/产品资料概要公告及文件,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-27/513320_20231127_8BHJ.pdf
159970.SZ,20231130,,工银瑞信深证100交易型开放式指数证券投资基金基金产品资料概要更新,,https://static.cninfo.com.cn/finalpage/2023-11-30/1218479667.PDF
159970.SZ,20231130,,工银瑞信深证100交易型开放式指数证券投资基金更新的招募说明书（2023年第2号）,,https://static.cninfo.com.cn/finalpage/2023-11-30/1218478308.PDF
513320.SH,20231130,,易方达恒生港股通新经济交易型开放式指数证券投资基金更新的招募说明书,基金运作(基金) 更新招募类/产品资料概要公告及文件,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-30/513320_20231130_M75L.pdf
563010.SH,20231130,,关于易方达中证电信主题交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-11-30/563010_20231130_BFXH.pdf
513320.SH,20231201,,关于易方达恒生港股通新经济交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-01/513320_20231201_JURL.pdf
560220.SH,20231201,,广发基金管理有限公司关于增加浙商证券为旗下部分ETF一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-01/560220_20231201_TM1E.pdf
513320.SH,20231202,,关于易方达恒生港股通新经济交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-02/513320_20231202_33DR.pdf
513320.SH,20231205,,关于易方达恒生港股通新经济交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-05/513320_20231205_6I9J.pdf
516700.SH,20231207,,华宝中证大数据产业交易型开放式指数证券投资基金基金产品资料概要（更新）,基金运作(基金) 更新招募类/产品资料概要公告及文件,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-07/516700_20231207_1HK7.pdf
516700.SH,20231207,,华宝中证大数据产业交易型开放式指数证券投资基金招募说明书（更新）,基金运作(基金) 更新招募类/产品资料概要公告及文件,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-07/516700_20231207_1DZ3.pdf
159620.SZ,20231213,,华夏基金管理有限公司关于旗下部分深交所ETF新增西部证券为申购赎回代办证券公司的公告,,https://static.cninfo.com.cn/finalpage/2023-12-13/1218594925.PDF
516190.SH,20231213,,华夏基金管理有限公司关于旗下部分上交所ETF新增西部证券为申购赎回代办证券公司的公告,临时报告(基金) 营销活动,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-13/516190_20231213_48FP.pdf
511100.SH,20231214,,关于华夏上证基准做市国债交易型开放式指数证券投资基金基金份额折算的公告,基金运作(基金) 基金折算/拆分,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-14/511100_20231214_F68F.pdf
511100.SH,20231214,,华夏上证基准做市国债交易型开放式指数证券投资基金基金合同生效公告,募集(基金) 基金合同生效,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-14/511100_20231214_6L6G.pdf
159896.SZ,20231215,,关于南方中证物联网主题交易型开放式指数证券投资基金基金资产净值低于1亿元的提示性公告,,https://static.cninfo.com.cn/finalpage/2023-12-15/1218619249.PDF
511100.SH,20231215,,华夏上证基准做市国债交易型开放式指数证券投资基金基金产品资料概要更新,基金运作(基金) 更新招募类/产品资料概要公告及文件,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-15/511100_20231215_13KK.pdf
562350.SH,20231215,,银华基金管理股份有限公司关于再次提请投资者及时更新身份信息资料的公告,基金管理人公告(基金) 投资者服务,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-15/562350_20231215_UYE6.pdf
159539.SZ,20231216,,关于广发国证信息技术创新主题交易型开放式指数证券投资基金连续45个工作日基金资产净值低于5000万元人民币的提示性公告,,https://static.cninfo.com.cn/finalpage/2023-12-16/1218635650.PDF
159620.SZ,20231218,,华夏基金管理有限公司关于旗下部分深交所ETF新增申购赎回代办证券公司的公告,,https://static.cninfo.com.cn/finalpage/2023-12-18/1218634739.PDF
159627.SZ,20231218,,华夏基金管理有限公司关于旗下部分深交所ETF新增申购赎回代办证券公司的公告,,https://static.cninfo.com.cn/finalpage/2023-12-18/1218634740.PDF
159791.SZ,20231218,,华夏基金管理有限公司关于旗下部分深交所ETF新增申购赎回代办证券公司的公告,,https://static.cninfo.com.cn/finalpage/2023-12-18/1218634755.PDF
511100.SH,20231218,,关于华夏上证基准做市国债交易型开放式指数证券投资基金基金份额折算结果的公告,基金运作(基金) 基金折算/拆分,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-18/511100_20231218_YTUH.pdf
513320.SH,20231218,,易方达基金管理有限公司旗下部分ETF增加金元证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-18/513320_20231218_ROVK.pdf
516190.SH,20231218,,华夏基金管理有限公司关于旗下部分上交所ETF新增申购赎回代办证券公司的公告,临时报告(基金) 营销活动,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-18/516190_20231218_82TM.pdf
516570.SH,20231218,,易方达基金管理有限公司旗下部分ETF增加金元证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-18/516570_20231218_57PN.pdf
517170.SH,20231218,,华夏基金管理有限公司关于旗下部分上交所ETF新增申购赎回代办证券公司的公告,临时报告(基金) 营销活动,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-18/517170_20231218_IMX3.pdf
562920.SH,20231218,,易方达基金管理有限公司旗下部分ETF增加金元证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-18/562920_20231218_3PT6.pdf
562960.SH,20231218,,易方达基金管理有限公司旗下部分ETF增加金元证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-18/562960_20231218_J264.pdf
159896.SZ,20231219,,南方基金管理股份有限公司关于以通讯方式召开南方中证物联网主题交易型开放式指数证券投资基金基金份额持有人大会的公告,,https://static.cninfo.com.cn/finalpage/2023-12-19/1218653461.PDF
515660.SH,20231219,,国联安基金管理有限公司关于旗下部分基金增加中金财富证券为基金申购赎回代办券商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-19/515660_20231219_VPPQ.pdf
159540.SZ,20231220,,易方达基金管理有限公司旗下部分ETF增加信达证券为一级交易商的公告,,https://static.cninfo.com.cn/finalpage/2023-12-20/1218666884.PDF
159896.SZ,20231220,,南方基金管理股份有限公司关于以通讯方式召开南方中证物联网主题交易型开放式指数证券投资基金基金份额持有人大会的第一次提示性公告,,https://static.cninfo.com.cn/finalpage/2023-12-20/1218664536.PDF
511100.SH,20231220,,华夏上证基准做市国债交易型开放式指数证券投资基金上市交易公告书,上市(基金) 上市交易公告书,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-20/511100_20231220_81JM.pdf
511100.SH,20231220,,华夏上证基准做市国债交易型开放式指数证券投资基金开放日常申购、赎回业务的公告,上市(基金) 上市交易公告书,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-20/511100_20231220_U0TE.pdf
513320.SH,20231220,,关于旗下部分基金2023年12月25日至2023年12月26日因港股通非交易日及境外主要投资市场节假日暂停申购、赎回、转换、定期定额投资业务的提示性公告,基金运作(基金) ETF申购赎回,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-20/513320_20231220_B5JH.pdf
513320.SH,20231220,,易方达基金管理有限公司旗下部分ETF增加信达证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-20/513320_20231220_LIGZ.pdf
517170.SH,20231220,,华夏中证沪港深500交易型开放式指数证券投资基金暂停申购、赎回业务的公告,基金运作(基金) ETF申购赎回,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-20/517170_20231220_YG1T.pdf
517170.SH,20231220,,华夏基金管理有限公司关于旗下基金投资关联方承销证券的公告,临时报告(基金) 重大关联交易事项,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-20/517170_20231220_XN1N.pdf
561280.SH,20231220,,工银瑞信基金管理有限公司高级管理人员变更公告,基金管理人公告(基金) 基金管理人情况发生变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-20/561280_20231220_J466.pdf
562920.SH,20231220,,易方达基金管理有限公司旗下部分ETF增加信达证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-20/562920_20231220_D3KG.pdf
562960.SH,20231220,,易方达基金管理有限公司旗下部分ETF增加信达证券为一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-20/562960_20231220_P1HU.pdf
159539.SZ,20231221,,广发基金管理有限公司关于增加信达证券为旗下部分ETF一级交易商的公告,,https://static.cninfo.com.cn/finalpage/2023-12-21/1218672894.PDF
159539.SZ,20231221,,广发基金管理有限公司关于增加金元证券为旗下部分ETF一级交易商的公告,,https://static.cninfo.com.cn/finalpage/2023-12-21/1218672865.PDF
159627.SZ,20231221,,华夏中证100交易型开放式指数证券投资基金基金产品资料概要更新,,https://static.cninfo.com.cn/finalpage/2023-12-21/1218672886.PDF
159627.SZ,20231221,,华夏基金管理有限公司关于华夏中证100交易型开放式指数证券投资基金变更场内简称的公告,,https://static.cninfo.com.cn/finalpage/2023-12-21/1218672654.PDF
159896.SZ,20231221,,南方基金管理股份有限公司关于以通讯方式召开南方中证物联网主题交易型开放式指数证券投资基金基金份额持有人大会的第二次提示性公告,,https://static.cninfo.com.cn/finalpage/2023-12-21/1218671801.PDF
560680.SH,20231221,,广发基金管理有限公司关于增加信达证券为旗下部分ETF一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-21/560680_20231221_DAPW.pdf
561280.SH,20231221,,工银瑞信中证1000增强策略交易型开放式指数证券投资基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-21/561280_20231221_30HO.pdf
562920.SH,20231221,,关于易方达中证信息安全主题交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-21/562920_20231221_7442.pdf
159728.SZ,20231222,,关于南方国证在线消费交易型开放式指数证券投资基金基金资产净值低于5000万元的提示性公告,,https://static.cninfo.com.cn/finalpage/2023-12-22/1218684052.PDF
159620.SZ,20231225,,华夏基金管理有限公司关于旗下部分深交所ETF新增申购赎回代办证券公司的公告,,https://static.cninfo.com.cn/finalpage/2023-12-25/1218703634.PDF
159627.SZ,20231225,,华夏基金管理有限公司关于旗下部分深交所ETF新增申购赎回代办证券公司的公告,,https://static.cninfo.com.cn/finalpage/2023-12-25/1218703636.PDF
159791.SZ,20231225,,华夏基金管理有限公司关于旗下部分深交所ETF新增申购赎回代办证券公司的公告,,https://static.cninfo.com.cn/finalpage/2023-12-25/1218703653.PDF
516190.SH,20231225,,华夏基金管理有限公司关于旗下部分上交所ETF新增申购赎回代办证券公司的公告,临时报告(基金) 营销活动,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-25/516190_20231225_BI4O.pdf
517170.SH,20231225,,华夏基金管理有限公司关于旗下部分上交所ETF新增申购赎回代办证券公司的公告,临时报告(基金) 营销活动,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-25/517170_20231225_FHHX.pdf
159539.SZ,20231226,,广发基金管理有限公司关于增加国海证券为旗下部分ETF一级交易商的公告,,https://static.cninfo.com.cn/finalpage/2023-12-26/1218719021.PDF
159728.SZ,20231226,,南方基金管理股份有限公司关于以通讯方式召开南方国证在线消费交易型开放式指数证券投资基金基金份额持有人大会的公告,,https://static.cninfo.com.cn/finalpage/2023-12-26/1218715851.PDF
560680.SH,20231226,,广发基金管理有限公司关于增加国海证券为旗下部分ETF一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-26/560680_20231226_J7J9.pdf
159728.SZ,20231227,,南方基金管理股份有限公司关于以通讯方式召开南方国证在线消费交易型开放式指数证券投资基金基金份额持有人大会的第一次提示性公告,,https://static.cninfo.com.cn/finalpage/2023-12-27/1218730627.PDF
159728.SZ,20231228,,南方基金管理股份有限公司关于以通讯方式召开南方国证在线消费交易型开放式指数证券投资基金基金份额持有人大会的第二次提示性公告,,https://static.cninfo.com.cn/finalpage/2023-12-28/1218743271.PDF
562960.SH,20231228,,关于易方达中证绿色电力交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-28/562960_20231228_UEBL.pdf
517660.SH,20231229,,关于天弘中证沪港深物联网主题交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-29/517660_20231229_VZOE.pdf
159787.SZ,20231230,,关于易方达中证全指建筑材料交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,,https://static.cninfo.com.cn/finalpage/2023-12-30/1218772814.PDF
516570.SH,20231230,,关于易方达中证石化产业交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-30/516570_20231230_NL82.pdf
517660.SH,20231230,,天弘基金管理有限公司关于高级管理人员变更的公告,基金管理人公告(基金) 基金管理人情况发生变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-12-30/517660_20231230_4CO5.pdf
159673.SZ,20240102,,关于新增广发证券股份有限公司为部分基金流动性服务商的公告,,https://static.cninfo.com.cn/finalpage/2024-01-02/1218765541.PDF
159787.SZ,20240103,,关于易方达中证全指建筑材料交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,,https://static.cninfo.com.cn/finalpage/2024-01-03/1218792500.PDF
159787.SZ,20240103,,易方达基金管理有限公司关于指定证券投资基金主流动性服务商的公告,,https://static.cninfo.com.cn/finalpage/2024-01-03/1218788167.PDF
159787.SZ,20240104,,关于易方达中证全指建筑材料交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,,https://static.cninfo.com.cn/finalpage/2024-01-04/1218802635.PDF
159730.SZ,20240105,,关于指定博时基金管理有限公司旗下部分证券投资基金主流动性服务商的公告,,https://static.cninfo.com.cn/finalpage/2024-01-05/1218808017.PDF
560680.SH,20240105,,广发基金管理有限公司关于增加华金证券为旗下部分ETF一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-05/560680_20240105_JGRG.pdf
562920.SH,20240105,,关于易方达中证信息安全主题交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-05/562920_20240105_KXI9.pdf
159520.SZ,20240110,,工银瑞信中证消费龙头交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,,https://static.cninfo.com.cn/finalpage/2024-01-10/1218836283.PDF
560680.SH,20240111,,广发基金管理有限公司关于增加华宝证券为旗下部分ETF一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-11/560680_20240111_LE13.pdf
562920.SH,20240111,,关于易方达中证信息安全主题交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-11/562920_20240111_H3JY.pdf
562920.SH,20240112,,关于易方达中证信息安全主题交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-12/562920_20240112_TSFW.pdf
562960.SH,20240112,,关于易方达中证绿色电力交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-12/562960_20240112_VGIS.pdf
562920.SH,20240113,,关于易方达中证信息安全主题交易型开放式指数证券投资基金可能触发基金合同终止情形的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-13/562920_20240113_KCCS.pdf
516890.SH,20240115,,平安基金管理有限公司关于提醒投资者及时完善、更新身份信息资料以免影响业务办理的公告,基金管理人公告(基金) 基金管理人其它公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-15/516890_20240115_7W0U.pdf
561370.SH,20240116,,关于国泰中证2000交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-16/561370_20240116_DM3E.pdf
516570.SH,20240117,,关于易方达中证石化产业交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-17/516570_20240117_FNB1.pdf
560680.SH,20240118,,广发基金管理有限公司关于增加申万宏源西部证券为旗下部分ETF一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-18/560680_20240118_G2B7.pdf
560680.SH,20240118,,广发基金管理有限公司关于增加申万宏源证券为旗下部分ETF一级交易商的公告,临时报告(基金) 代办券商变更,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-18/560680_20240118_BR9R.pdf
562960.SH,20240118,,关于易方达中证绿色电力交易型开放式指数证券投资基金基金资产净值连续低于5000万元的提示性公告,临时报告(基金) 提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-18/562960_20240118_PFRL.pdf
159520.SZ,20240119,,工银瑞信中证消费龙头交易型开放式指数证券投资基金2023年第4季度报告,,https://static.cninfo.com.cn/finalpage/2024-01-19/1218945064.PDF
159686.SZ,20240119,,易方达中证100交易型开放式指数证券投资基金2023年第4季度报告,,https://static.cninfo.com.cn/finalpage/2024-01-19/1218945657.PDF
159686.SZ,20240119,,易方达基金管理有限公司旗下基金2023年第4季度报告提示性公告,,https://static.cninfo.com.cn/finalpage/2024-01-19/1218945809.PDF
159751.SZ,20240119,,鹏华中证港股通科技交易型开放式指数证券投资基金2023年4季度报告,,https://static.cninfo.com.cn/finalpage/2024-01-19/1218945964.PDF
511920.SH,20240119,,广发基金管理有限公司关于旗下基金2023年第4季度报告提示性公告,定期报告(基金) 季度报告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-19/511920_20240119_YJCU.pdf
511920.SH,20240119,,广发货币市场基金2023年第4季度报告,定期报告(基金) 季度报告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-19/511920_20240119_YTOJ.pdf
513190.SH,20240119,,华夏中证港股通内地金融交易型开放式指数证券投资基金2023年第4季度报告,定期报告(基金) 季度报告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-19/513190_20240119_TK9G.pdf
513320.SH,20240119,,易方达基金管理有限公司旗下基金2023年第4季度报告提示性公告,定期报告(基金) 季度报告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-19/513320_20240119_ZXHL.pdf
513320.SH,20240119,,易方达恒生港股通新经济交易型开放式指数证券投资基金2023年第4季度报告,定期报告(基金) 季度报告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-19/513320_20240119_SJSA.pdf
516570.SH,20240119,,易方达中证石化产业交易型开放式指数证券投资基金2023年第4季度报告,定期报告(基金) 季度报告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-19/516570_20240119_2J05.pdf
516570.SH,20240119,,易方达基金管理有限公司旗下基金2023年第4季度报告提示性公告,定期报告(基金) 季度报告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-19/516570_20240119_VD6Q.pdf
