fund_code,name,is_etf_candidate,candidate_rule,category,subcategory,fund_type,benchmark,market,status,list_date,delist_date,management,category_rule,review_note,sw_index_code,sw_industry_name,sw_level,sw_parent_code,sw_match_term,sw_match_rule
588110.SH,广发上证科创板成长ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板成长指数收益率×100%,E,L,2023/8/31,,广发基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588120.SH,国泰上证科创板100ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板100指数收益率×100%,E,L,2023/9/15,,国泰基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588140.SH,广发上证科创板200ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板200指数收益率×100%,E,L,2025/10/15,,广发基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588160.SH,南方上证科创板新材料ETF,Y,include:name_etf,周期,新材料,股票型,上证科创板新材料指数×100%,E,L,2022/10/26,,南方基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588190.SH,银华上证科创板100ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板100指数收益率×100%,E,L,2023/9/15,,银华基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588210.SH,易方达上证科创板100ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板100指数收益率×100%,E,L,2023/11/16,,易方达基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588220.SH,鹏华上证科创板100ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板100指数收益率×100%,E,L,2023/9/15,,鹏华基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588230.SH,华泰柏瑞上证科创板200ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板200指数收益率×100%,E,L,2024/12/24,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588240.SH,鹏华上证科创板200ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板200指数收益率×100%,E,L,2025/2/25,,鹏华基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588260.SH,华安上证科创板新一代信息技术ETF,Y,include:name_etf,科技,计算机,股票型,上证科创板新一代信息技术指数收益率×100%,E,L,2022/5/27,,华安基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588270.SH,易方达上证科创板200ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板200指数收益率×100%,E,L,2025/6/16,,易方达基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588500.SH,易方达上证科创板100增强策略ETF,Y,include:name_etf,指数增强,科创板100,股票型,上证科创板100指数收益率×100%,E,L,2024/7/19,,易方达基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588520.SH,永赢上证科创板综合价格增强策略ETF,Y,include:name_etf,指数增强,科创板综合,股票型,上证科创板综合价格指数收益率×100%,E,L,2025/7/8,,永赢基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588550.SH,易方达上证科创板综合增强策略ETF,Y,include:name_etf,指数增强,科创板综合,股票型,上证科创板综合指数收益率×100%,E,L,2025/9/12,,易方达基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588670.SH,嘉实上证科创板综合增强策略ETF,Y,include:name_etf,指数增强,科创板综合,股票型,上证科创板综合指数收益率×100%,E,L,2025/6/13,,嘉实基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588680.SH,广发上证科创板100增强策略ETF,Y,include:name_etf,指数增强,科创板100,股票型,上证科创板100指数收益率×100%,E,L,2024/7/5,,广发基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588690.SH,银华上证科创板综合增强策略ETF,Y,include:name_etf,指数增强,科创板综合,股票型,上证科创板综合指数收益率×100%,E,L,2025/8/29,,银华基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588770.SH,摩根上证科创板新一代信息技术ETF,Y,include:name_etf,科技,计算机,股票型,上证科创板新一代信息技术指数收益率×100%,E,L,2025/3/24,,摩根基金管理(中国)有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588800.SH,华夏上证科创板100ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板100指数收益率×100%,E,L,2023/11/16,,华夏基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588820.SH,华夏上证科创板200ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板200指数收益率×100%,E,L,2025/1/6,,华夏基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588880.SH,华泰柏瑞上证科创板100ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板100指数收益率×100%,E,L,2023/11/16,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588900.SH,南方上证科创板100ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板100指数×100%,E,L,2023/12/18,,南方基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
588980.SH,广发上证科创板100ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板100指数收益率×100%,E,L,2025/8/1,,广发基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589000.SH,华夏上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/3/5,,华夏基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589050.SH,兴业上证科创板综合价格ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合价格指数收益率×100%,E,L,2025/8/18,,兴业基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589060.SH,东财上证科创板综合价格ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合价格指数收益率×100%,E,L,2025/3/27,,东财基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589080.SH,汇添富上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/3/5,,汇添富基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589180.SH,汇添富上证科创板新材料ETF,Y,include:name_etf,周期,新材料,股票型,上证科创板新材料指数收益率×100%,E,L,2025/6/16,,汇添富基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589200.SH,工银瑞信上证科创板200ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板200指数收益率×100%,E,L,2025/8/8,,工银瑞信基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589220.SH,国泰上证科创板200ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板200指数收益率×100%,E,L,2026/1/26,,国泰基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589270.SH,前海开源上证科创板100ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板100指数收益率×100%,E,L,2026/4/28,,前海开源基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589280.SH,华宝上证科创板综合增强策略ETF,Y,include:name_etf,指数增强,科创板综合,股票型,上证科创板综合指数收益率×100%,E,L,2026/5/20,,华宝基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589300.SH,嘉实上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/4/17,,嘉实基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589320.SH,嘉实上证科创板200ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板200指数收益率×100%,E,L,2026/5/28,,嘉实基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589330.SH,东财上证科创板200ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板200指数收益率×100%,E,L,2026/5/29,,东财基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589500.SH,工银瑞信上证科创板综合价格ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合价格指数收益率×100%,E,L,2025/3/3,,工银瑞信基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589580.SH,兴银上证科创板综合价格ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合价格指数收益率×100%,E,L,2025/6/11,,兴银基金管理有限责任公司,fund_type/benchmark/name:index_candidate,,,,,,,
589600.SH,富国上证科创板综合价格ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合价格指数收益率×100%,E,L,2025/3/7,,富国基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589630.SH,国泰上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/3/12,,国泰基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589660.SH,南方上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/3/5,,南方基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589680.SH,鹏华上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/3/5,,鹏华基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589700.SH,南方上证科创板成长ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板成长指数收益率×100%,E,L,2025/6/5,,南方基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589770.SH,招商上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/3/5,,招商基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589780.SH,富国上证科创板200ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板200指数收益率×100%,E,L,2025/9/26,,富国基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589800.SH,易方达上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/3/4,,易方达基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589820.SH,建信上证科创板200ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板200指数收益率×100%,E,L,2025/9/15,,建信基金管理有限责任公司,fund_type/benchmark/name:index_candidate,,,,,,,
589860.SH,天弘上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/3/5,,天弘基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589880.SH,建信上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/2/28,,建信基金管理有限责任公司,fund_type/benchmark/name:index_candidate,,,,,,,
589890.SH,景顺长城上证科创板综合价格ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合价格指数收益率×100%,E,L,2025/3/5,,景顺长城基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589900.SH,博时上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/3/5,,博时基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589950.SH,富国上证科创板100ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板100指数收益率×100%,E,L,2025/10/17,,富国基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589980.SH,汇添富上证科创板100ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板100指数收益率×100%,E,L,2025/5/12,,汇添富基金管理股份有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
589990.SH,华泰柏瑞上证科创板综合ETF,Y,include:name_etf,宽基,其他,股票型,上证科创板综合指数收益率×100%,E,L,2025/3/5,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:index_candidate,,,,,,,
159106.SZ,前海开源中证民企300ETF,Y,include:name_etf,宽基,沪深300,股票型,中证民企300指数收益率×100%,E,L,2025/10/22,,前海开源基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159238.SZ,景顺长城沪深300增强策略ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2025/6/9,,景顺长城基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159300.SZ,富国沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2024/6/5,,富国基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159330.SZ,东财沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2024/8/19,,东财基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159393.SZ,万家沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2025/3/10,,万家基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159653.SZ,国联安国证ESG300ETF,Y,include:name_etf,宽基,沪深300,股票型,国证ESG300指数收益率×100%,E,L,2023/3/24,,国联安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159656.SZ,万家沪深300成长ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300成长指数收益率×100%,E,L,2023/1/16,,万家基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159673.SZ,鹏华沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2023/7/17,,鹏华基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159717.SZ,鹏华国证ESG300ETF,Y,include:name_etf,宽基,沪深300,股票型,国证ESG300指数收益率×100%,E,L,2021/9/29,,鹏华基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159791.SZ,华夏沪深300ESG基准ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300ESG基准指数收益率×100%,E,L,2022/3/8,,华夏基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159836.SZ,天弘创业板300ETF,Y,include:name_etf,宽基,沪深300,股票型,创业板300指数收益率×100%,E,L,2021/5/25,,天弘基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159912.SZ,汇添富深证300ETF,Y,include:name_etf,宽基,沪深300,股票型,深证300价格指数×100%,E,L,2011/11/24,,汇添富基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159919.SZ,嘉实沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数×100%,E,L,2012/5/28,,嘉实基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159925.SZ,南方沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数×100%,E,L,2013/4/11,,南方基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
510300.SH,华泰柏瑞沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数×100%,E,L,2012/5/28,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
510310.SH,易方达沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数×100%,E,L,2013/3/25,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
510320.SH,中金沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2025/4/25,,中金基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
510330.SH,华夏沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数×100%,E,L,2013/1/16,,华夏基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
510350.SH,工银瑞信沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2019/8/16,,工银瑞信基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
510360.SH,广发沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数×100%,E,L,2015/9/9,,广发基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
510370.SH,兴业沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2020/10/27,,兴业基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
510380.SH,国寿安保沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数×100%,E,L,2018/2/7,,国寿安保基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
510390.SH,平安沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数×100%,E,L,2018/1/26,,平安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
515130.SH,博时沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2020/5/11,,博时基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
515310.SH,汇添富沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2019/12/25,,汇添富基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
515330.SH,天弘沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2019/12/26,,天弘基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
515350.SH,民生加银沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2020/2/7,,民生加银基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
515360.SH,方正富邦沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2019/11/1,,方正富邦基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
515380.SH,泰康沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2020/3/23,,泰康基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
515390.SH,华安沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2020/1/10,,华安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
515660.SH,国联安沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2019/12/24,,国联安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
516830.SH,富国沪深300ESG基准ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300ESG基准指数×100%,E,L,2021/7/5,,富国基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
560180.SH,南方沪深300ESG基准ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300ESG基准指数×100%,E,L,2023/4/21,,南方基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
561000.SH,华安沪深300增强策略ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2023/1/11,,华安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
561300.SH,国泰沪深300增强策略ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数×100%,E,L,2021/12/10,,国泰基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
561900.SH,招商沪深300ESG基准ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300ESG基准指数收益率×100%,E,L,2021/7/15,,招商基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
561930.SH,招商沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2024/9/20,,招商基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
561990.SH,招商沪深300增强策略ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2021/12/10,,招商基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
562070.SH,华宝沪深300增强策略ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2025/12/25,,华宝基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
562310.SH,银华沪深300成长ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300成长指数收益率×100%,E,L,2022/9/9,,银华基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563520.SH,永赢沪深300ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300指数收益率×100%,E,L,2024/11/18,,永赢基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563960.SH,兴全沪深300质量ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300质量指数收益率×100%,E,L,2026/1/8,,兴证全球基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159211.SZ,富国深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100指数收益率×100%,E,L,2025/4/14,,富国基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159212.SZ,南方深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100指数收益率×100%,E,L,2025/4/9,,南方基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159216.SZ,大成深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100指数收益率×100%,E,L,2025/4/11,,大成基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159219.SZ,融通深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100指数收益率×100%,E,L,2025/5/13,,融通基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159576.SZ,广发深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100指数收益率×100%,E,L,2024/1/3,,广发基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159706.SZ,华安深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100指数收益率×100%,E,L,2021/12/20,,华安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159716.SZ,华宝深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100指数收益率×100%,E,L,2021/6/28,,华宝基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159721.SZ,永赢深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100指数收益率×100%,E,L,2021/6/25,,永赢基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159901.SZ,易方达深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100指数(价格)×100%,E,L,2006/4/24,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159961.SZ,方正富邦深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100价格指数收益率×100%,E,L,2018/12/19,,方正富邦基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159970.SZ,工银瑞信深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100指数收益率×100%,E,L,2020/1/10,,工银瑞信基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159975.SZ,招商深证100ETF,Y,include:name_etf,宽基,深证100,股票型,深证100指数(价格)收益率×100%,E,L,2020/1/2,,招商基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588000.SH,华夏上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2020/11/16,,华夏基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588040.SH,鹏华上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2025/4/14,,鹏华基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588050.SH,工银瑞信上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2020/11/16,,工银瑞信基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588060.SH,广发上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2021/7/29,,广发基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588080.SH,易方达上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2020/11/16,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588090.SH,华泰柏瑞上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2020/11/16,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588150.SH,南方上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数×100%,E,L,2021/12/20,,南方基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588180.SH,国联安上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2021/7/1,,国联安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588280.SH,华安上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2021/10/29,,华安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588370.SH,南方上证科创板50成份增强策略ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2022/12/13,,南方基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588450.SH,招商上证科创板50成份增强策略ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2024/5/22,,招商基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588460.SH,鹏华上证科创板50成份增强策略ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2023/1/5,,鹏华基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588720.SH,中银上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2025/4/15,,中银基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588840.SH,万家上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2025/3/10,,万家基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588870.SH,汇添富上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2025/1/27,,汇添富基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588940.SH,富国上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2025/6/3,,富国基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
588950.SH,景顺长城上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2025/1/24,,景顺长城基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
589150.SH,平安上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2026/1/6,,平安基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
589360.SH,国泰上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2026/6/26,,国泰基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
589850.SH,东财上证科创板50成份ETF,Y,include:name_etf,宽基,科创50,股票型,上证科创板50成份指数收益率×100%,E,L,2025/8/11,,东财基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159009.SZ,易方达创业板新能源ETF,Y,include:name_etf,宽基,创业板,股票型,创业板新能源指数收益率×100%,E,L,2026/4/14,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159039.SZ,华安国证机器人产业ETF,Y,include:name_etf,科技,机器人,股票型,国证机器人产业指数收益率×100%,E,L,2026/6/18,,华安基金管理有限公司,sw2021:index_classify,,850781.SI,机器人,L3,640700,机器人,sw2021:industry_name
159048.SZ,大成国证机器人产业ETF,Y,include:name_etf,科技,机器人,股票型,国证机器人产业指数收益率×100%,E,L,2026/6/10,,大成基金管理有限公司,sw2021:index_classify,,850781.SI,机器人,L3,640700,机器人,sw2021:industry_name
159050.SZ,广发国证机器人产业ETF,Y,include:name_etf,科技,机器人,股票型,国证机器人产业指数收益率×100%,E,L,2026/6/9,,广发基金管理有限公司,sw2021:index_classify,,850781.SI,机器人,L3,640700,机器人,sw2021:industry_name
