fund_code,name,is_etf_candidate,candidate_rule,category,subcategory,fund_type,benchmark,market,status,list_date,delist_date,management,category_rule,review_note,sw_index_code,sw_industry_name,sw_level,sw_parent_code,sw_match_term,sw_match_rule
159110.SZ,万家深证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,深证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,万家基金管理有限公司,fund_type/name:bond,,,,,,,
159111.SZ,天弘中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,天弘基金管理有限公司,fund_type/name:bond,,,,,,,
159112.SZ,银华中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,银华基金管理股份有限公司,fund_type/name:bond,,,,,,,
159113.SZ,大成中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,大成基金管理有限公司,fund_type/name:bond,,,,,,,
159115.SZ,华安中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,华安基金管理有限公司,fund_type/name:bond,,,,,,,
159116.SZ,工银瑞信中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,工银瑞信基金管理有限公司,fund_type/name:bond,,,,,,,
159200.SZ,富国中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/7/17,,富国基金管理有限公司,fund_type/name:bond,,,,,,,
159395.SZ,大成深证基准做市信用债ETF,Y,include:name_etf,债券,信用债,债券型,深证基准做市信用债指数收益率×100%,E,L,2025/1/27,,大成基金管理有限公司,fund_type/name:bond,,,,,,,
159396.SZ,博时深证基准做市信用债ETF,Y,include:name_etf,债券,信用债,债券型,深证基准做市信用债指数收益率×100%,E,L,2025/2/6,,博时基金管理有限公司,fund_type/name:bond,,,,,,,
159397.SZ,广发深证基准做市信用债ETF,Y,include:name_etf,债券,信用债,债券型,深证基准做市信用债指数收益率×100%,E,L,2025/2/7,,广发基金管理有限公司,fund_type/name:bond,,,,,,,
159398.SZ,天弘深证基准做市信用债ETF,Y,include:name_etf,债券,信用债,债券型,深证基准做市信用债指数收益率×100%,E,L,2025/2/6,,天弘基金管理有限公司,fund_type/name:bond,,,,,,,
159400.SZ,景顺长城深证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,深证AAA科技创新公司债指数收益率×100%,E,L,2025/7/17,,景顺长城基金管理有限公司,fund_type/name:bond,,,,,,,
159600.SZ,嘉实中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/7/17,,嘉实基金管理有限公司,fund_type/name:bond,,,,,,,
159649.SZ,华安中债1-5年国开行债券ETF,Y,include:name_etf,债券,政金债,债券型,中债-1-5年国开行债券指数×100%,E,L,2022/10/24,,华安基金管理有限公司,fund_type/name:bond,,,,,,,
159650.SZ,博时中债0-3年国开行债券ETF,Y,include:name_etf,债券,政金债,债券型,中债-0-3年国开行债券指数收益率×100%,E,L,2022/10/28,,博时基金管理有限公司,fund_type/name:bond,,,,,,,
159651.SZ,平安中债-0-3年国开行债券ETF,Y,include:name_etf,债券,政金债,债券型,中债-0-3年国开行债券指数×100%,E,L,2022/11/16,,平安基金管理有限公司,fund_type/name:bond,,,,,,,
159700.SZ,南方中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/7/17,,南方基金管理股份有限公司,fund_type/name:bond,,,,,,,
159816.SZ,鹏华中证0-4年期地方政府债ETF,Y,include:name_etf,债券,地方债,债券型,中证0-4年期地方政府债指数收益率×100%,E,L,2020/9/4,,鹏华基金管理有限公司,fund_type/name:bond,,,,,,,
159972.SZ,鹏华中证5年期地方政府债ETF,Y,include:name_etf,债券,地方债,债券型,中证5年期地方政府债指数收益率×100%,E,L,2019/11/8,,鹏华基金管理有限公司,fund_type/name:bond,,,,,,,
511010.SH,国泰上证5年期国债ETF,Y,include:name_etf,债券,国债,债券型,上证5年期国债指数×100%,E,L,2013/3/25,,国泰基金管理有限公司,fund_type/name:bond,,,,,,,
511020.SH,平安中证5-10年期国债活跃券ETF,Y,include:name_etf,债券,国债,债券型,中证5-10年期国债活跃券指数收益率×100%,E,L,2019/2/22,,平安基金管理有限公司,fund_type/name:bond,,,,,,,
511030.SH,平安中债-中高等级公司债利差因子ETF,Y,include:name_etf,债券,信用债,债券型,中债-中高等级公司债利差因子指数收益率×100%,E,L,2019/3/22,,平安基金管理有限公司,fund_type/name:bond,,,,,,,
511060.SH,海富通上证5年期地方政府债ETF,Y,include:name_etf,债券,地方债,债券型,上证5年期地方政府债指数收益率×100%,E,L,2019/12/12,,海富通基金管理有限公司,fund_type/name:bond,,,,,,,
511070.SH,南方上证基准做市公司债ETF,Y,include:name_etf,债券,信用债,债券型,上证基准做市公司债指数收益率×100%,E,L,2025/1/22,,南方基金管理股份有限公司,fund_type/name:bond,,,,,,,
511090.SH,鹏扬中债-30年期国债ETF,Y,include:name_etf,债券,国债,债券型,中债-30年期国债指数收益率×100%,E,L,2023/6/13,,鹏扬基金管理有限公司,fund_type/name:bond,,,,,,,
511100.SH,华夏上证基准做市国债ETF,Y,include:name_etf,债券,国债,债券型,上证基准做市国债指数收益率×100%,E,L,2023/12/25,,华夏基金管理有限公司,fund_type/name:bond,,,,,,,
511110.SH,易方达上证基准做市公司债ETF,Y,include:name_etf,债券,信用债,债券型,上证基准做市公司债指数收益率×100%,E,L,2025/1/24,,易方达基金管理有限公司,fund_type/name:bond,,,,,,,
511120.SH,广发上证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,上证AAA科技创新公司债指数收益率×100%,E,L,2025/7/17,,广发基金管理有限公司,fund_type/name:bond,,,,,,,
511130.SH,博时上证30年期国债ETF,Y,include:name_etf,债券,国债,债券型,上证30年期国债指数收益率×100%,E,L,2024/3/28,,博时基金管理有限公司,fund_type/name:bond,,,,,,,
511150.SH,永赢上证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,上证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,永赢基金管理有限公司,fund_type/name:bond,,,,,,,
511160.SH,东财中证1-3年国债ETF,Y,include:name_etf,债券,国债,债券型,中证1-3年国债指数收益率×100%,E,L,2025/1/6,,东财基金管理有限公司,fund_type/name:bond,,,,,,,
511180.SH,海富通上证投资级可转债及可交换债券ETF,Y,include:name_etf,债券,可转债,债券型,上证投资级可转债及可交换债券指数收益率×100%,E,L,2020/8/26,,海富通基金管理有限公司,fund_type/name:bond,,,,,,,
511190.SH,海富通上证基准做市公司债ETF,Y,include:name_etf,债券,信用债,债券型,上证基准做市公司债指数收益率×100%,E,L,2025/2/5,,海富通基金管理有限公司,fund_type/name:bond,,,,,,,
511200.SH,华夏上证基准做市公司债ETF,Y,include:name_etf,债券,信用债,债券型,上证基准做市公司债指数收益率×100%,E,L,2025/2/7,,华夏基金管理有限公司,fund_type/name:bond,,,,,,,
511220.SH,海富通上证城投债ETF,Y,include:name_etf,债券,城投债,债券型,上证城投债指数收益率×100%,E,L,2019/4/24,,海富通基金管理有限公司,fund_type/name:bond,,,,,,,
511260.SH,国泰上证10年期国债ETF,Y,include:name_etf,债券,国债,债券型,上证10年期国债指数×100%,E,L,2017/8/24,,国泰基金管理有限公司,fund_type/name:bond,,,,,,,
511270.SH,海富通上证10年期地方政府债ETF,Y,include:name_etf,债券,地方债,债券型,上证10年期地方政府债指数收益率×100%,E,L,2018/11/22,,海富通基金管理有限公司,fund_type/name:bond,,,,,,,
511360.SH,海富通中证短融ETF,Y,include:name_etf,债券,短融,债券型,中证短融指数收益率×100%,E,L,2020/9/25,,海富通基金管理有限公司,fund_type/name:bond,,,,,,,
511380.SH,博时中证可转债及可交换债券ETF,Y,include:name_etf,债券,可转债,债券型,中证可转债及可交换债券指数收益率×100%,E,L,2020/4/7,,博时基金管理有限公司,fund_type/name:bond,,,,,,,
511520.SH,富国中债7-10年政策性金融债ETF,Y,include:name_etf,债券,政金债,债券型,中债7-10年政策性金融债指数×100%,E,L,2022/10/25,,富国基金管理有限公司,fund_type/name:bond,,,,,,,
511580.SH,招商中证国债及政策性金融债0-3年ETF,Y,include:name_etf,债券,国债,债券型,中证国债及政策性金融债0-3年指数收益率×100%,E,L,2022/12/14,,招商基金管理有限公司,fund_type/name:bond,,,,,,,
551000.SH,博时上证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,上证AAA科技创新公司债指数收益率×100%,E,L,2025/7/17,,博时基金管理有限公司,fund_type/name:bond,,,,,,,
551030.SH,鹏华上证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,上证AAA科技创新公司债指数收益率×100%,E,L,2025/7/17,,鹏华基金管理有限公司,fund_type/name:bond,,,,,,,
551060.SH,中银上证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,上证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,中银基金管理有限公司,fund_type/name:bond,,,,,,,
551300.SH,摩根上证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,上证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,摩根基金管理(中国)有限公司,fund_type/name:bond,,,,,,,
551500.SH,易方达中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/7/17,,易方达基金管理有限公司,fund_type/name:bond,,,,,,,
551510.SH,华泰柏瑞中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,华泰柏瑞基金管理有限公司,fund_type/name:bond,,,,,,,
551520.SH,汇添富中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,汇添富基金管理股份有限公司,fund_type/name:bond,,,,,,,
551550.SH,华夏中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/7/17,,华夏基金管理有限公司,fund_type/name:bond,,,,,,,
551560.SH,兴业中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,兴业基金管理有限公司,fund_type/name:bond,,,,,,,
551580.SH,泰康中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,泰康基金管理有限公司,fund_type/name:bond,,,,,,,
551800.SH,国泰中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/9/24,,国泰基金管理有限公司,fund_type/name:bond,,,,,,,
551900.SH,招商中证AAA科技创新公司债ETF,Y,include:name_etf,债券,信用债,债券型,中证AAA科技创新公司债指数收益率×100%,E,L,2025/7/17,,招商基金管理有限公司,fund_type/name:bond,,,,,,,
159051.SZ,易方达中证全指医疗器械ETF,Y,include:name_etf,医药,医疗器械,股票型,中证全指医疗器械指数收益率×100%,E,L,2026/6/9,,易方达基金管理有限公司,sw2021:index_classify,,801153.SI,医疗器械,L2,370000,医疗器械,sw2021:industry_name
159056.SZ,富国中证全指医疗器械ETF,Y,include:name_etf,医药,医疗器械,股票型,中证全指医疗器械指数收益率×100%,E,L,2026/6/9,,富国基金管理有限公司,sw2021:index_classify,,801153.SI,医疗器械,L2,370000,医疗器械,sw2021:industry_name
159057.SZ,鹏华中证全指医疗器械ETF,Y,include:name_etf,医药,医疗器械,股票型,中证全指医疗器械指数收益率×100%,E,L,2026/6/15,,鹏华基金管理有限公司,sw2021:index_classify,,801153.SI,医疗器械,L2,370000,医疗器械,sw2021:industry_name
159377.SZ,国泰创业板医药卫生ETF,Y,include:name_etf,宽基,创业板,股票型,创业板医药卫生指数收益率×100%,E,L,2025/4/15,,国泰基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159508.SZ,华安国证生物医药ETF,Y,include:name_etf,医药,医药综合,股票型,国证生物医药指数收益率×100%,E,L,2023/7/14,,华安基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159643.SZ,国泰国证疫苗与生物科技ETF,Y,include:name_etf,医药,生物科技,股票型,国证疫苗与生物科技指数收益率×100%,E,L,2022/8/22,,国泰基金管理有限公司,sw2021:index_classify,,851523.SI,疫苗,L3,370300,疫苗,sw2021:industry_name
159645.SZ,富国国证疫苗与生物科技ETF,Y,include:name_etf,医药,生物科技,股票型,国证疫苗与生物科技指数收益率×100%,E,L,2022/9/26,,富国基金管理有限公司,sw2021:index_classify,,851523.SI,疫苗,L3,370300,疫苗,sw2021:industry_name
159647.SZ,鹏华中证中药ETF,Y,include:name_etf,医药,中药,股票型,中证中药指数收益率×100%,E,L,2022/7/28,,鹏华基金管理有限公司,sw2021:index_classify,,801155.SI,中药Ⅱ,L2,370000,中药,sw2021:industry_name_simplified
159657.SZ,鹏华国证疫苗与生物科技ETF,Y,include:name_etf,医药,生物科技,股票型,国证疫苗与生物科技指数收益率×100%,E,L,2023/3/13,,鹏华基金管理有限公司,sw2021:index_classify,,851523.SI,疫苗,L3,370300,疫苗,sw2021:industry_name
159760.SZ,泰康国证公共卫生与医疗健康ETF,Y,include:name_etf,医药,医疗综合,股票型,国证公共卫生与医疗健康指数收益率×100%,E,L,2021/12/20,,泰康基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159797.SZ,汇添富中证全指医疗器械ETF,Y,include:name_etf,医药,医疗器械,股票型,中证全指医疗器械指数收益率×100%,E,L,2022/5/16,,汇添富基金管理股份有限公司,sw2021:index_classify,,801153.SI,医疗器械,L2,370000,医疗器械,sw2021:industry_name
159828.SZ,国泰中证医疗ETF,Y,include:name_etf,医药,医疗综合,股票型,中证医疗指数收益率×100%,E,L,2021/1/12,,国泰基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159835.SZ,建信中证创新药产业ETF,Y,include:name_etf,医药,创新药,股票型,中证创新药产业指数×100%,E,L,2021/3/29,,建信基金管理有限责任公司,sw2021:index_classify,,801151.SI,化学制药,L2,370000,创新药,sw2021:alias
159837.SZ,易方达中证生物科技主题ETF,Y,include:name_etf,医药,生物科技,股票型,中证生物科技主题指数收益率×100%,E,L,2021/1/27,,易方达基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159838.SZ,博时中证医药50ETF,Y,include:name_etf,医药,医药综合,股票型,中证医药50指数收益率×100%,E,L,2021/7/30,,博时基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159839.SZ,汇添富国证生物医药ETF,Y,include:name_etf,医药,医药综合,股票型,国证生物医药指数收益率×100%,E,L,2021/2/22,,汇添富基金管理股份有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159847.SZ,易方达中证医疗ETF,Y,include:name_etf,医药,医疗综合,股票型,中证医疗指数收益率×100%,E,L,2021/7/19,,易方达基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159849.SZ,招商中证生物科技主题ETF,Y,include:name_etf,医药,生物科技,股票型,中证生物科技主题指数收益率×100%,E,L,2021/3/2,,招商基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159858.SZ,南方中证创新药产业ETF,Y,include:name_etf,医药,创新药,股票型,中证创新药产业指数收益率×100%,E,L,2021/3/25,,南方基金管理股份有限公司,sw2021:index_classify,,801151.SI,化学制药,L2,370000,创新药,sw2021:alias
159859.SZ,天弘国证生物医药ETF,Y,include:name_etf,医药,医药综合,股票型,国证生物医药指数×100%,E,L,2021/7/7,,天弘基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159873.SZ,天弘中证全指医疗保健设备与服务ETF,Y,include:name_etf,医药,医疗服务,股票型,中证全指医疗保健设备与服务指数×100%,E,L,2021/3/29,,天弘基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159877.SZ,南方中证全指医疗保健设备与服务ETF,Y,include:name_etf,医药,医疗服务,股票型,中证全指医疗保健设备与服务指数收益率×100%,E,L,2021/11/3,,南方基金管理股份有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159883.SZ,永赢中证全指医疗器械ETF,Y,include:name_etf,医药,医疗器械,股票型,中证全指医疗器械指数收益率×100%,E,L,2021/4/30,,永赢基金管理有限公司,sw2021:index_classify,,801153.SI,医疗器械,L2,370000,医疗器械,sw2021:industry_name
159891.SZ,建信中证全指医疗保健设备与服务ETF,Y,include:name_etf,医药,医疗服务,股票型,中证全指医疗保健设备与服务指数收益率×100%,E,L,2021/6/15,,建信基金管理有限责任公司,fund_type/benchmark/name:healthcare,,,,,,,
159898.SZ,招商中证全指医疗器械ETF,Y,include:name_etf,医药,医疗器械,股票型,中证全指医疗器械指数收益率×100%,E,L,2021/6/4,,招商基金管理有限公司,sw2021:index_classify,,801153.SI,医疗器械,L2,370000,医疗器械,sw2021:industry_name
159929.SZ,汇添富中证医药卫生ETF,Y,include:name_etf,医药,医药综合,股票型,中证医药卫生指数×100%,E,L,2013/9/16,,汇添富基金管理股份有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159938.SZ,广发中证全指医药卫生ETF,Y,include:name_etf,医药,医药综合,股票型,中证全指医药卫生指数×100%,E,L,2015/1/8,,广发基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
159992.SZ,银华中证创新药产业ETF,Y,include:name_etf,医药,创新药,股票型,中证创新药产业指数收益率×100%,E,L,2020/4/10,,银华基金管理股份有限公司,sw2021:index_classify,,801151.SI,化学制药,L2,370000,创新药,sw2021:alias
510660.SH,华夏上证医药卫生ETF,Y,include:name_etf,医药,医药综合,股票型,上证医药卫生行业指数×100%,E,L,2013/5/8,,华夏基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
512010.SH,易方达沪深300医药卫生ETF,Y,include:name_etf,宽基,沪深300,股票型,沪深300医药卫生指数×100%,E,L,2013/10/28,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
512120.SH,华安中证细分医药ETF,Y,include:name_etf,医药,医药综合,股票型,中证细分医药产业主题指数×100%,E,L,2014/1/6,,华安基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
512170.SH,华宝中证医疗ETF,Y,include:name_etf,医药,医疗综合,股票型,中证医疗指数收益率×100%,E,L,2019/6/17,,华宝基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
512290.SH,国泰中证生物医药ETF,Y,include:name_etf,医药,医药综合,股票型,中证生物医药指数收益率×100%,E,L,2019/5/20,,国泰基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
515120.SH,广发中证创新药产业ETF,Y,include:name_etf,医药,创新药,股票型,中证创新药产业指数收益率×100%,E,L,2021/1/4,,广发基金管理有限公司,sw2021:index_classify,,801151.SI,化学制药,L2,370000,创新药,sw2021:alias
515950.SH,富国中证医药50ETF,Y,include:name_etf,医药,医药综合,股票型,中证医药50指数收益率×100%,E,L,2020/4/1,,富国基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
515960.SH,嘉实中证医药健康100策略ETF,Y,include:name_etf,医药,医药综合,股票型,中证医药健康100策略指数收益率×100%,E,L,2020/6/10,,嘉实基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
516060.SH,工银瑞信中证创新药产业ETF,Y,include:name_etf,医药,创新药,股票型,中证创新药产业指数收益率×100%,E,L,2021/3/1,,工银瑞信基金管理有限公司,sw2021:index_classify,,801151.SI,化学制药,L2,370000,创新药,sw2021:alias
516080.SH,易方达中证创新药产业ETF,Y,include:name_etf,医药,创新药,股票型,中证创新药产业指数收益率×100%,E,L,2021/2/23,,易方达基金管理有限公司,sw2021:index_classify,,801151.SI,化学制药,L2,370000,创新药,sw2021:alias
516500.SH,华夏中证生物科技主题ETF,Y,include:name_etf,医药,生物科技,股票型,中证生物科技主题指数收益率×100%,E,L,2021/3/17,,华夏基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
516610.SH,大成中证全指医疗保健设备与服务ETF,Y,include:name_etf,医药,医疗服务,股票型,中证全指医疗保健设备与服务指数收益率×100%,E,L,2021/5/13,,大成基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
516790.SH,华泰柏瑞中证全指医疗保健设备与服务ETF,Y,include:name_etf,医药,医疗服务,股票型,中证全指医疗保健设备与服务指数收益率×100%,E,L,2021/8/23,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
516820.SH,平安中证医药及医疗器械创新ETF,Y,include:name_etf,医药,医疗器械,股票型,中证医药及医疗器械创新指数收益率×100%,E,L,2021/7/1,,平安基金管理有限公司,sw2021:index_classify,,801153.SI,医疗器械,L2,370000,医疗器械,sw2021:industry_name
516930.SH,民生加银中证生物科技主题ETF,Y,include:name_etf,医药,生物科技,股票型,中证生物科技主题指数×100%,E,L,2021/8/18,,民生加银基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
560080.SH,汇添富中证中药ETF,Y,include:name_etf,医药,中药,股票型,中证中药指数收益率×100%,E,L,2022/10/17,,汇添富基金管理股份有限公司,sw2021:index_classify,,801155.SI,中药Ⅱ,L2,370000,中药,sw2021:industry_name_simplified
560260.SH,广发中证医疗ETF,Y,include:name_etf,医药,医疗综合,股票型,中证医疗指数收益率×100%,E,L,2023/9/15,,广发基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
560900.SH,摩根中证创新药产业ETF,Y,include:name_etf,医药,创新药,股票型,中证创新药产业指数收益率×100%,E,L,2022/6/2,,摩根基金管理(中国)有限公司,sw2021:index_classify,,801151.SI,化学制药,L2,370000,创新药,sw2021:alias
561510.SH,华泰柏瑞中证中药ETF,Y,include:name_etf,医药,中药,股票型,中证中药指数收益率×100%,E,L,2022/8/4,,华泰柏瑞基金管理有限公司,sw2021:index_classify,,801155.SI,中药Ⅱ,L2,370000,中药,sw2021:industry_name_simplified
561920.SH,招商中证疫苗与生物技术ETF,Y,include:name_etf,医药,生物科技,股票型,中证疫苗与生物技术指数收益率×100%,E,L,2023/3/29,,招商基金管理有限公司,sw2021:index_classify,,851523.SI,疫苗,L3,370300,疫苗,sw2021:industry_name
562390.SH,银华中证中药ETF,Y,include:name_etf,医药,中药,股票型,中证中药指数收益率×100%,E,L,2022/7/28,,银华基金管理股份有限公司,sw2021:index_classify,,801155.SI,中药Ⅱ,L2,370000,中药,sw2021:industry_name_simplified
562600.SH,华夏中证全指医疗器械ETF,Y,include:name_etf,医药,医疗器械,股票型,中证全指医疗器械指数收益率×100%,E,L,2023/12/11,,华夏基金管理有限公司,sw2021:index_classify,,801153.SI,医疗器械,L2,370000,医疗器械,sw2021:industry_name
562860.SH,嘉实中证疫苗与生物技术ETF,Y,include:name_etf,医药,生物科技,股票型,中证疫苗与生物技术指数收益率×100%,E,L,2023/2/24,,嘉实基金管理有限公司,sw2021:index_classify,,851523.SI,疫苗,L3,370300,疫苗,sw2021:industry_name
588130.SH,华夏上证科创板生物医药ETF,Y,include:name_etf,医药,医药综合,股票型,上证科创板生物医药指数收益率×100%,E,L,2025/5/28,,华夏基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
588250.SH,鹏华上证科创板生物医药ETF,Y,include:name_etf,医药,医药综合,股票型,上证科创板生物医药指数收益率×100%,E,L,2025/3/21,,鹏华基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
588700.SH,嘉实上证科创板生物医药ETF,Y,include:name_etf,医药,医药综合,股票型,上证科创板生物医药指数收益率×100%,E,L,2024/1/5,,嘉实基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
588860.SH,工银瑞信上证科创板生物医药ETF,Y,include:name_etf,医药,医药综合,股票型,上证科创板生物医药指数收益率×100%,E,L,2024/8/23,,工银瑞信基金管理有限公司,fund_type/benchmark/name:healthcare,,,,,,,
589120.SH,汇添富上证科创板创新药ETF,Y,include:name_etf,医药,创新药,股票型,上证科创板创新药指数收益率×100%,E,L,2025/9/19,,汇添富基金管理股份有限公司,sw2021:index_classify,,801151.SI,化学制药,L2,370000,创新药,sw2021:alias
589720.SH,国泰上证科创板创新药ETF,Y,include:name_etf,医药,创新药,股票型,上证科创板创新药指数收益率×100%,E,L,2025/8/1,,国泰基金管理有限公司,sw2021:index_classify,,801151.SI,化学制药,L2,370000,创新药,sw2021:alias
159017.SZ,工银瑞信国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数收益率×100%,E,L,2026/5/8,,工银瑞信基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159018.SZ,广发国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数同期收益率×100%,E,L,2026/4/27,,广发基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159019.SZ,华宝国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数收益率×100%,E,L,2026/4/23,,华宝基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159026.SZ,南方国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数收益率×100%,E,L,2026/4/24,,南方基金管理股份有限公司,fund_type/benchmark/name:commodity,,,,,,,
159029.SZ,广发中证有色金属矿业主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证有色金属矿业主题指数收益率×100%,E,L,2026/5/21,,广发基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159032.SZ,易方达中证工业有色金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证工业有色金属主题指数收益率×100%,E,L,2026/5/13,,易方达基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159049.SZ,工银瑞信中证有色金属矿业主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证有色金属矿业主题指数收益率×100%,E,L,,,工银瑞信基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159148.SZ,富国国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数×100%,E,L,2026/2/11,,富国基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159157.SZ,天弘中证工业有色金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证工业有色金属主题指数收益率×100%,E,L,2026/2/6,,天弘基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159162.SZ,鹏华中证工业有色金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证工业有色金属主题指数收益率×100%,E,L,2026/1/29,,鹏华基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159163.SZ,泰康中证有色金属矿业主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证有色金属矿业主题指数收益率×100%,E,L,2026/2/9,,泰康基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159168.SZ,富国中证工业有色金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证工业有色金属主题指数收益率×100%,E,L,2026/2/12,,富国基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159171.SZ,博时中证工业有色金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证工业有色金属主题指数收益率×100%,E,L,2026/3/5,,博时基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159181.SZ,易方达国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数收益率×100%,E,L,2026/3/19,,易方达基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
